rank,xHandle,displayName,tier,compositeScore,dim_performance,dim_market,dim_engagement,dim_reach,totalXeetsExclXeetsgiving,competitiveTournamentCount,avgDifficultyAdjustedPercentile,signalRatioAvg,multiplierBreadth,cryptoCreatorRank,cryptoCreatorXeets,osFloorCommon,osFloorRare,ethSaleVolume,highestSaleCommon,highestSaleRare,priceTrajectory,rarityPremiumRatio,saleVelocity30d,ownCardsHeld,deckReachScore,followers,nicheDiversity,bestRank,totalSupply,uniqueCollectors,collectorDensity
158,cartist00,CARTIST,Epic,54.071264340624865,46.54133858267716,59.78673596675159,53.56887298747763,65.29513545580383,1328.4859000000001,2,0.958688595768667,0.7748579761456038,0,3155.0,1059.087244,0.0015,0.04,0.0669878,0.005,0.01,0.0007575339328879184,26.666666666666668,15,1,86.4,36299.0,3,1597.0,95,88,0.9263
159,TMoneyy,TMoneyy,Epic,53.98623856239571,51.35306884716333,45.61820291025606,51.20165880630998,78.6675235646958,1563.93436,8,0.8235110807563034,0.45104347751614565,3,17223.0,297.953367,0.004,0.05,0.05610000000000001,0.0022,0.008,-0.0005207503624873112,12.5,7,2,78.0,17317.0,7,91.0,87,79,0.908
160,0xkekov,kekov,Epic,53.94931540576632,64.99364021804968,60.879251470630805,47.34930186092977,21.74790719135192,3282.926963,3,0.9711293176988303,0.8040276641184573,0,7443.0,659.126986,0.0038,0.00749999999999,0.077963,0.004,0.0069,0.00038634614472434625,1.9736842105236843,8,1,85.4,5044.0,2,14.0,85,81,0.9529
161,GUJJUIIXI,GUJJU,Epic,53.89460128820161,58.27801332525742,52.00488046187259,50.34401644866762,50.0891503526465,1646.211406,4,0.9656462668476851,0.5254915888131173,1,5310.0,816.073621,0.009,0.15,0.04468800000000001,0.005,0.006,-0.001454055517595401,16.666666666666668,8,1,86.2,5996.0,5,64.0,85,81,0.9529
162,Teacher96_Katie,Teacher96-(Katie),Epic,53.646110654950135,28.287502523723,86.47664951433208,65.11241084496899,51.26310065256081,359.598099,3,0.8145315337925446,0.45124111352574525,1,25212.0,158.727207,0.01,0.05555,0.13593099999997998,0.01,0.015,0.003947901266205308,5.555,11,2,99.2,8940.0,4,109.0,85,77,0.9059
163,GeoOnchain,AG,Epic,53.621510239972174,64.86871592973955,47.25065898734598,30.544560091071723,65.01631402017006,2383.3279070000003,5,0.9433372262568323,0.806900549200557,0,4184.0,925.96774,0.00229,0.005,0.06078899999999999,0.00175,0.0027,-0.0007951546663618003,2.183406113537118,18,1,14.3,18315.0,4,6.0,67,62,0.9254
164,GuigsLuke,Guigs,Epic,53.62089750857517,72.65101958409043,29.168489387935498,63.78436679599471,30.07662645837453,3184.9785769999994,6,0.9352360841433113,0.7222618298772971,2,2206.0,1223.814731,0.00099,nan,0.046091963,0.002,nan,-0.0009164320126674065,nan,11,1,97.7,3555.0,3,15.0,99,86,0.8687
165,yellowpantherx,yellowpanther 黄豹 💎,Epic,53.02738389507448,38.65975166565717,82.38163187378777,36.42790349185698,64.54996374662184,1162.0762249999998,2,0.9273327235031008,0.6446741435957729,0,3047.0,1074.573618,0.003938,0.019,0.1768279,0.02,0.04,0.006209139837694851,4.824784154393093,12,1,28.9,172945.0,2,3047.0,78,69,0.8846
166,thelearningpill,The Learning Pill 💊,Epic,52.940939017704316,60.01817080557238,51.30365950375076,35.51986966521851,60.02521257662646,2228.212556,4,0.9313293850552846,0.8255302560757435,0,512.0,2010.287901,0.006,0.01,0.05939,0.002,0.005,-0.0012553321292749448,1.6666666666666667,10,1,0.3,23305.0,3,128.0,61,58,0.9508
167,theagnft,ag,Epic,52.65640378991751,57.12906319402382,49.911366819478346,29.851265014055713,75.71122536418167,2604.0201819999997,12,0.8652537893055157,0.5027203114386053,0,1972.0,1275.067609,0.0012,0.0034,0.08099900000000002,0.0027,0.004,0.0019289701274321862,2.8333333333333335,9,1,0.3,13875.0,7,20.0,63,57,0.9048
168,PenguinWeb3,Penguin,Epic,52.60987650364613,58.25772259236826,30.990022774362426,57.877361011081945,66.55873047261221,2223.2514969999997,3,0.9657869757849621,0.7444179493154827,0,713.0,1821.361615,0.0025,0.007,0.052780999999999995,0.0015,0.004,-0.002014846663553354,2.8,8,2,35.3,19935.0,4,279.0,86,78,0.907
169,defidarling,sara,Epic,52.417396369117384,46.692156268927924,58.617632916969,56.446175917106146,51.97926965921824,922.846352,2,0.97409706557128,0.8388132904274891,0,4405.0,903.202952,0.00218,0.01,0.10438,0.00388,0.007,-0.00010883336991610421,4.587155963302752,9,1,95.1,90029.0,1,90.0,91,82,0.9011
170,0xmani,MANI,Epic,52.01402308001208,67.3237431859479,34.99857965648214,61.10254861417652,27.429141124513876,2834.928376,3,0.9940833646902313,0.9112802652686222,0,457.0,2060.122014,0.00148989,nan,0.06536899999994,0.0015,0.01089999999994,-0.00231186809068873,nan,12,1,82.4,10891.0,1,35.0,95,90,0.9474
171,0xMelkoreth,Melkor.eth,Epic,51.97122033042098,63.55350292751868,35.385538495602376,38.01971865343958,67.3299386988333,2564.1615279999996,7,0.8887062302961297,0.6402623906261277,2,3135.0,1061.541444,0.0012,0.009,0.05438890000000001,0.0015,0.0035,7.558203638404532e-05,7.5,10,1,35.5,20834.0,4,13.0,76,69,0.9079
172,Frenchiee,Frenchie.moca 🇫🇷,Epic,51.82966812795987,54.470977185544115,55.30291185301086,30.400343842204308,67.56987014699098,1746.698767,5,0.906141061425118,0.4122675390769677,2,2098.0,1246.222076,0.0045549,0.02,0.09254899999999999,0.0015,0.01,0.00790298794548764,4.390875760170366,6,1,1.0,13802.0,5,154.0,70,66,0.9429
173,Crypto_bn,Crypto 🔶 ₿N,Epic,51.761354438078925,55.211286089238854,42.91945289064655,61.052488209464954,44.90986091885834,2079.4509129999997,1,0.9950253750487982,0.9549390736220771,0,446.0,2075.355114,0.00134,0.008,0.0727619,0.0023,0.0055,-0.0023021867696852113,5.970149253731344,14,1,81.6,35645.0,1,446.0,84,75,0.8929
174,XammieCrypt,XAMMIE💎,Epic,51.29658807986812,63.79355945891379,42.956655251351826,38.27877936017471,49.22829740953134,2926.860755,3,0.9701432255501591,0.6128894610762877,1,464.0,2050.197579,0.00199,0.022,0.05258800000000001,0.0016,0.0055,-0.0005744172074777019,11.055276381909547,19,1,3.6,11711.0,3,20.0,99,91,0.9192
175,weston_union,Weston Union,Epic,51.2569410443364,61.08161720169594,60.166086527565405,37.416804126106456,28.66274471030255,2211.737823,5,0.9064096956912711,0.9385637034685008,0,2844.0,1109.369724,0.0022,0.008,0.159858,0.0029,0.05,-0.001209337085563866,3.6363636363636362,16,1,31.5,2724.0,3,155.0,91,84,0.9231
176,Houseofyogi,Yogi,Epic,51.24773830193711,65.65919644659803,32.275290055456715,43.104587273191925,55.29546503196888,2797.193692,3,0.9768750752948461,0.9244136031637945,0,312.0,2265.284289,nan,nan,0.010499999999999999,0.008,nan,0.00786310990929897,nan,1,1,14.1,36902.0,2,43.0,10,9,0.9
177,molusol,molu,Epic,51.127878424666044,53.23864324651726,31.628636302722057,78.18041841879051,41.92785577747017,2339.4488069999998,3,0.9215033066347509,0.7182818207609104,0,328.0,2225.250122,0.00238,0.098,0.0272489,0.0037489,0.0069,-0.0011235304234668438,41.17647058823529,6,3,84.9,13644.0,2,328.0,74,65,0.8784
178,iMithrandir_,iMithrandir 🪄,Epic,50.502060898970086,52.674793054714314,49.38044669000555,56.242333248147204,38.92376903302353,1621.385605,5,0.8840962420074666,0.6363187120506731,1,2586.0,1151.645554,0.003,nan,0.09695099999994002,0.003,0.00387,-0.0021959552329109838,nan,7,3,44.8,3994.0,4,100.0,85,76,0.8941
179,Deviled_meggs_,Deviled Meggs,Epic,50.228335792686075,50.2632243084999,34.97561761907602,57.34595056106684,66.06634368202492,1591.688991,2,0.9711445171582596,0.7883526130516012,0,2679.0,1134.108774,0.00244,0.15,0.03284,0.003,0.0056,-0.0011169617786552627,61.47540983606557,8,2,59.8,40410.0,3,937.0,76,74,0.9737
180,CryptoArter,Arter ✳️ 🫎,Epic,50.20809360435336,40.49838481728246,46.98961086695446,70.17298399275144,54.84493441434316,838.63005,3,0.8956233553492394,0.7945755562735138,0,17171.0,299.039915,0.0029,0.00549999999999,0.052569,0.003,0.0035,-0.00021796601695905224,1.896551724134483,8,5,99.0,7534.0,5,196.0,82,72,0.878
181,OODEGEN,哟,Epic,50.11396771764096,65.53810821724208,53.04646877403341,15.875124875124875,49.747215081405315,3283.661323,19,0.8388913539988871,0.6058020417268576,1,nan,nan,0.00479,0.008,0.0726261,0.0016,0.005,4.449683207220218e-05,1.6701461377870563,8,1,7.9,1303.0,7,41.0,110,99,0.9
182,degenBRO__,degenBRO,Epic,49.99079552535644,50.642388451443566,52.02760014441713,28.124393048811655,74.01374332608265,2118.059576,2,0.9648219195293324,0.6504820896366427,0,596.0,1927.295809,0.0019897,nan,0.10866699999999,0.0022,0.0045,-0.004321957322883969,nan,24,0,11.5,37058.0,4,596.0,89,81,0.9101
183,3liXBT,"3lixbt (🗣️,🤝)",Epic,49.851290359723635,49.96204320613769,54.229966896530165,34.32508770299468,62.95975875024718,2314.801644,3,0.924038644770144,0.5456907190956672,0,361.0,2171.433817,0.001,0.09,0.08506888899,0.005,0.005,2.72793318695739e-05,90.0,12,0,25.1,16590.0,4,361.0,95,87,0.9158
184,Kaffchad,Kaff 📊,Epic,49.84656027738153,63.01746416313346,23.307827098854286,44.33684338916897,66.30166106387186,4528.233466,6,0.8819940575061048,0.6726889237186536,0,152.0,3379.639208,0.0013,0.03,0.0368,0.0014,0.0055,-0.0025466557061696185,23.076923076923077,13,1,9.0,19822.0,4,51.0,65,62,0.9538
185,whemohere,whemo,Epic,49.82379768780021,72.19392287502524,29.506912718146165,33.277722277722276,46.093039351394104,2494.0333350000005,6,0.9695953150398139,0.645697293744798,2,nan,nan,0.003,0.098,0.05331199999999999,0.0015,0.007,-0.0016846718941466211,32.666666666666664,4,1,72.6,1204.0,6,19.0,93,81,0.871
186,Idedj,Ide,Epic,49.54838900636193,47.39733494851605,37.540944695316796,66.0442057942058,53.302517961901,1173.185582,7,0.8277984074071718,0.4206490644814439,4,16509.0,315.635677,nan,0.0969,0.07508999000000001,0.0075,0.00989999,-0.0012572356979417586,nan,4,3,97.7,7151.0,5,54.0,75,62,0.8267
187,GemsScope,GemsScope,Epic,49.40058567702203,53.892640823743186,30.19543489605217,60.75368236414748,54.29289433788148,2735.477051,2,0.9514446715816334,0.7446321978644086,0,220.0,2633.86865,0.0012,0.1,0.025399999999989997,0.003,0.0023,-0.00032797583121523454,83.33333333333334,8,2,27.9,172494.0,1,220.0,66,62,0.9394
188,bunya_eth,Bunya🏀Vibunya Arc,Epic,49.30466736556289,34.9442761962447,71.2333922507901,61.140725553516255,35.26975809109485,695.918591,3,0.8750524919378129,0.688970720212278,0,11118.0,467.813774,0.01,0.069,0.05184999799999,0.008,0.01,0.004131699759122396,6.9,10,2,93.1,17282.0,1,533.0,73,71,0.9726
189,BlueTigerX_,BlueTiger,Epic,49.18211458947728,39.82031092267313,52.347643146876905,41.39415235926864,79.25499307890053,1235.406185,4,0.8630807322564864,0.5672232044888496,0,4818.0,861.297835,0.01,0.04,0.04172000000000001,0.003,0.0065,-0.000815009493862873,4.0,9,1,61.4,21902.0,6,462.0,79,71,0.8987
190,Jai0xCrypto,"Jay.eth, CFA",Epic,48.86199127127603,51.84857662023016,34.94326157862993,54.71044653021397,56.29770614989124,1659.0962959999997,3,0.9387428345797714,0.7648668848521822,0,1330.0,1479.072817,0.001,0.044,0.060416,0.0017,0.00688,-0.0005134300794790456,44.0,11,1,80.1,18009.0,3,454.0,93,91,0.9785
191,PlatyMama_,🥚PlatyMama,Epic,48.804369795525616,31.32990107005855,55.27626428851816,61.010907696954206,68.34107837321206,595.5632459999999,3,0.8285950865330826,0.7175579712744389,0,13767.0,372.947305,0.0049,0.0148999999,0.076126,0.0045,0.006899,-0.007832210912186496,3.040816306122449,9,3,91.0,14635.0,5,1342.0,89,83,0.9326
192,Smolpeach33,Smolnaut,Epic,48.785714779612164,39.73783565515849,56.44213488009099,57.68298561903213,48.28966449146398,1032.9025589999999,4,0.8354360055390905,0.4567384200879768,1,7978.0,623.612814,0.0024,0.098,0.09310889999996001,0.00199999999996,0.0045,-0.000722624799356298,40.833333333333336,23,8,66.2,5271.0,5,821.0,101,94,0.9307
193,bigZUKO_,mayowa 🍀,Epic,48.77454187043814,50.507823541288104,55.2740028687484,48.97033780173315,33.058961175927756,1850.349234,2,0.9611011004080992,0.7391812905669288,0,925.0,1669.974312,0.001,0.003,0.07516990000000001,0.008,0.0035,-0.0003701775784840875,3.0,15,1,57.0,9127.0,2,925.0,84,77,0.9167
194,_matisei,Mati,Epic,48.67729256415266,54.944881889763785,42.72818664674177,44.04916595032874,48.049733043306304,1552.546132,3,0.9609602633655802,0.826449717996896,0,4330.0,909.518486,0.0029489,0.2,0.04941189000000001,0.003,0.0069,-6.621927976736896e-06,67.82189969141037,5,1,66.8,7526.0,4,231.0,87,83,0.954
195,Scooter_420,scoot,Epic,48.58601726905828,42.88734100545124,36.98025183399731,53.39536045349999,76.71297211785642,2035.380714,3,0.850780040699305,0.6458602417519715,0,760.0,1784.530237,0.00154,0.0067,0.06631800000000002,0.0016,0.005,-0.001427946625240742,4.350649350649351,10,1,68.5,49322.0,4,760.0,99,92,0.9293
196,tulipxbt,tulip ✨,Epic,48.5343108419961,47.4737532808399,51.87627647216839,36.15374160722998,62.29994726781359,832.368174,6,0.903871171085091,0.43540945534861897,1,22063.0,207.425093,0.00399,nan,0.052984,0.00498,0.0097,0.0006397006997493974,nan,5,1,73.1,10648.0,5,51.0,85,72,0.8471
197,lechriss17,lechris,Epic,48.486333047980615,61.72390470421966,37.25920647532713,50.60405873196571,29.074385340452178,1789.3763599999997,4,0.9480790745560754,0.7416762667879937,1,3567.0,999.443316,0.002,nan,0.04092899999999999,0.0025,0.0045,-0.0006462600720724068,nan,9,1,82.1,7425.0,2,61.0,87,83,0.954
198,pgreyy,pg,Epic,48.27337265555347,56.24954572986069,46.58242585033334,28.34922635504031,56.38735086678532,1665.1781099999996,3,0.9581257368587236,0.84600471701486,0,8179.0,613.46434,0.0022,0.008,0.05155599999997,0.0021,0.0051,-0.00039216705817351295,3.6363636363636362,14,1,21.2,8295.0,5,104.0,68,62,0.9118
199,nftboi_,NFTboi 🥷,Epic,48.149340042092895,36.741772663032506,66.69179345401898,29.04659875008712,73.13575242238483,683.3883500000001,3,0.8915864318257593,0.7157156950364133,0,10331.0,501.960612,0.0028,0.0069,0.07482100000000001,0.0034,0.0054,0.006981472127180631,2.4642857142857144,15,1,30.7,111977.0,3,105.0,84,77,0.9167
200,WYdaGOAT,Kenny Wy,Epic,48.05085158525307,52.17292549969716,22.95845561569117,62.9626362010083,58.99693494166502,2312.919276,4,0.8805789525730964,0.7452409981732566,0,1784.0,1327.677791,0.00104,0.0112,0.04074200000000001,0.001849,0.004,-0.0009342890272275092,10.76923076923077,8,1,96.2,20909.0,3,99.0,90,84,0.9333
201,holly_web3,Holly,Epic,48.01472976956617,51.797496466787806,26.869497314676728,51.02840183072742,69.15117658690923,3065.0174519999996,3,0.8445685846522327,0.8474326337731801,0,418.0,2100.701971,0.0021,0.05,0.034178,0.0017,0.004349,-0.000943837727253604,23.809523809523814,7,1,48.3,51890.0,3,137.0,91,82,0.9011
202,Jonasoeth,Jonaso,Epic,47.9623385063716,57.34988895618817,31.93727899222963,68.78298445740306,21.876441895722103,2472.185006,1,0.9971446098934805,0.9361022431912175,0,256.0,2470.206622,0.001,0.005,0.03574999999999,0.0028,nan,-0.0006613314135548293,5.0,12,4,50.6,5048.0,2,256.0,71,60,0.8451
203,Abstract_Hzn,Abstract Horizon,Epic,47.69243981633423,51.02609529578034,54.78050715237257,29.969054201612337,50.620427130709906,1483.9848229999998,2,0.9589031583552245,0.9385780556997334,0,6457.0,726.424011,0.00399,0.004,0.049802,0.0059,0.004,3.3650592211735134e-05,1.0025062656641606,8,1,24.0,8815.0,4,47.0,68,62,0.9118
204,Truunik,Truu🐻‍❄️,Rare,47.66645360169255,44.77165354330709,35.404656127711654,53.57518644146551,67.94393909432469,1102.872992,4,0.9141917063519563,0.5768871357226578,0,7862.0,631.016693,0.0015,0.0037777,0.0591,0.0015,0.005,-0.0007504809965618973,2.518466666666667,10,2,69.8,11223.0,6,140.0,67,60,0.8955
205,D3TRIOTT,"DΞTRIOT | DGC 2.0🔺,♟️",Rare,47.5013143338425,59.36710074702201,24.693421409986584,43.7834607253212,58.82951024981874,2267.371469,5,0.8960402688509348,0.8826027223355146,0,7173.0,678.179291,0.00119699,0.0999999999,0.03819000000000001,0.0015,0.00379,-8.751713940464005e-05,83.54288665736556,8,1,76.7,9570.0,5,100.0,77,70,0.9091
206,justmeg,Meg,Rare,47.364468506703105,58.149707248132444,12.268325094950274,68.92157842157842,48.35459099597917,1661.126947,4,0.9524156820361206,0.8014780881337158,0,9274.0,553.338221,nan,nan,0.0033,0.0012,nan,0.00040546510719704896,nan,0,6,95.1,20585.0,2,118.0,19,13,0.6842
207,raidenkrn,Raiden,Rare,47.00407566181432,35.97536846355744,41.07990693648483,76.88054968287527,46.452277371300504,721.5324469999999,1,0.9271540906809437,0.8975830910405581,0,6531.0,721.440207,0.002,0.01,0.058459,0.005,0.023,-0.010666969385324597,5.0,8,5,99.5,41043.0,1,6531.0,77,67,0.8701
208,dreweth,Drew,Rare,46.94060340468178,51.31299212598425,47.2398687016362,53.32295030550845,26.272328785182253,1898.541779,2,0.9354121716218086,0.9161255895142741,0,811.0,1744.803044,0.0029,0.02,0.060128799000000004,0.009,0.0069,-0.0017353548731295848,6.8965517241379315,6,1,69.8,10299.0,1,555.0,92,87,0.9457
209,nftriles,Riles,Rare,46.893320394456765,46.900767211790836,46.505948459242205,41.77168180656553,54.347933557445124,1469.444904,6,0.8346693036193712,0.6934539162934424,0,16894.0,306.207086,0.0047,0.00999999999998,0.05104,0.007,0.008,-0.001120424656352101,2.12765957446383,1,1,84.4,10164.0,4,65.0,87,84,0.9655
210,Jackhaldorsson,Jack Haldorsson,Rare,46.83601698011475,47.15773268726024,47.49265214026032,51.46293822456614,38.714488168215674,1270.159606,2,0.9595343879934812,0.8122856442562025,0,4167.0,928.196431,0.0025,0.03,0.07974,0.0029,0.0055,-0.00435409200344257,12.0,10,1,85.9,11602.0,2,1160.0,87,83,0.954
211,swandogs,SWANNY 🔺,Rare,46.81713090521925,48.87038158691702,46.87290105826209,40.23460841484098,50.02554215279151,1096.179334,4,0.9002237925410373,0.8912280118067692,0,4784.0,864.81159,0.00259,nan,0.05167098999999999,0.005,0.00989999,-0.0009379631171212673,nan,9,1,56.5,23379.0,2,117.0,82,79,0.9634
212,sanjaybuilds_,Sanjay,Rare,46.72607052366739,42.59251968503937,59.443535078340375,36.89166066491648,49.66564498055501,1175.080435,2,0.9421788631644805,0.7251726022859212,0,3354.0,1029.601408,0.0032,0.01,0.08818000000000001,0.005,0.015,-0.000791733299677735,3.125,9,1,32.2,56823.0,1,2634.0,78,67,0.859
213,matchayuma,oatmilk (iron man arc) 🍵🌸,Rare,46.321082439143126,43.81465778316172,60.198811345319385,38.458030341751275,40.35940280798893,688.3976089999999,4,0.8894665284612727,0.6589302693060803,1,19847.0,248.544021,0.004,0.008,0.0888,0.004,0.0069,0.00015768257997774175,2.0,6,1,79.0,7942.0,3,27.0,88,81,0.9205
214,kaitodan,kaito dan,Rare,46.2007597785451,57.93801736321421,31.287454313886542,38.90442116023512,49.4853668182717,1747.9932450000001,4,0.9456402924359602,0.8035253278404353,0,4419.0,901.989856,0.001197,0.0185,0.039786999,0.0018,0.006,0.0006320167433944707,15.45530492898914,9,1,49.9,11884.0,3,87.0,78,75,0.9615
215,Sanza,Sanza,Rare,46.040431278523165,47.53573591762568,38.857729939176686,45.472527472527474,54.78132621448817,1358.797924,3,0.9401078983556449,0.6573307551647654,0,2755.0,1123.051667,0.00199,nan,0.032236,0.0024,nan,-0.0005266575340943079,nan,13,1,63.2,35373.0,2,85.0,82,78,0.9512
216,DailaX,Daila,Rare,45.799131588054934,43.71996769634565,60.90161597830543,19.73498594428827,60.92495550721772,800.0245649999999,3,0.9286291636103332,0.7710186553646428,0,9705.0,532.195357,0.0087,nan,0.05289,0.005,0.0055,0.0018713654966327977,nan,6,1,0.3,24465.0,3,22.0,59,53,0.8983
217,shredder_tegg,SHREDDER,Rare,45.721722358848496,41.17761962447002,40.543291376064076,56.33941058941059,52.31313031441566,1609.4631339999999,2,0.9378366966945022,0.5017342367976754,0,1302.0,1486.098913,0.0039,0.03,0.033588,0.002,0.004,-0.0003515059758918482,7.6923076923076925,9,1,82.6,13797.0,3,1302.0,83,80,0.9639
218,jennn_sol,jennn,Rare,45.640991373923995,40.994548758328285,45.542209781677215,41.11712125084218,64.22796783336629,943.666796,6,0.8210076090247288,0.6373938759862301,0,10205.0,507.579719,0.0013,0.05,0.07535900000000001,0.002,0.004,-0.0014149381128949264,38.46153846153847,22,1,76.0,11695.0,5,379.0,85,77,0.9059
219,josephweb3,Joseph,Rare,45.63759379134409,46.50580456289118,39.48006507693268,54.399914039448916,41.90181926043109,1243.571367,2,0.941676618608882,0.8998163785605029,0,2789.0,1118.082852,0.0009,0.0055,0.06286799998999999,0.002,0.0055,-0.000782459691073082,6.111111111111111,16,3,42.2,8742.0,3,2789.0,83,77,0.9277
220,treeonchain,tree,Rare,45.615525860286176,39.4178275792449,43.22334343437223,40.28089352507958,73.24253509986158,921.7426529999999,4,0.7623379487216807,0.6514828376990394,1,5524.0,796.808678,0.00114,0.014,0.062167999999999994,0.004,0.0139,-0.001704641715289532,12.280701754385966,14,1,58.8,33710.0,4,217.0,80,78,0.975
221,hyperstrike,Hyperstrike⚡️,Rare,45.56984524316432,43.40732889158085,47.62919796885245,63.74112515391585,23.67592775690462,1006.0424899999999,1,0.9602030003903854,0.9325541234146396,0,3568.0,999.297769,0.00119899,0.0043,0.07834998999998999,0.00248,0.00388,-0.001045617040095821,3.5863518461371653,23,3,79.0,5381.0,2,3568.0,97,86,0.8866
222,PopPunkOnChain,Pop Punk,Rare,45.56560842799888,44.73516050878255,39.867703573575476,55.99750830564784,43.36744446641619,2257.66212,2,0.9262369094299541,0.5579252665309865,0,341.0,2194.797576,0.0033,0.0055,0.030150000000000003,0.00375,0.0045,-0.00013746976832293336,1.6666666666666665,5,25,0.3,31106.0,1,341.0,80,53,0.6625
223,manyaaww,manya,Rare,45.53818524675893,56.54138905713709,23.885349657877907,38.592053295541675,61.5458770021752,2355.275309,7,0.8738377101245192,0.6917307114602085,0,730.0,1807.518076,0.003,nan,0.0036,0.0011,nan,-0.0002720251658416506,nan,4,1,11.3,14599.0,4,65.0,10,9,0.9
224,themansion_eth,Yasmina,Rare,45.12456940578171,55.20109024833434,31.227718896700182,32.99872801616988,57.58305319359304,2159.391617,4,0.8802476381029126,0.7238167366465165,1,6509.0,723.133151,0.00277,0.01,0.0375,0.0038,0.0069,-0.0026562620206424248,3.6101083032490977,5,1,34.5,19653.0,3,139.0,63,56,0.8889
225,MrGreenity,MrGreenity,Rare,45.10889575831229,48.18423177871997,41.44234783106398,56.89762563018377,27.300606420143694,1563.745237,3,0.9274162137846491,0.7117006399221729,0,1990.0,1271.071498,0.0049,0.007,0.0400999,0.0016,0.0055,0.00019056706919290663,1.4285714285714286,7,1,87.0,10755.0,1,442.0,97,92,0.9485
226,Wezaverse,Adam Westerén,Rare,45.09999993917512,45.482535836866546,49.00160710419631,38.96452384824478,45.75786039153648,1447.9557180000002,3,0.8743524535507393,0.9132673399826028,0,1712.0,1348.542944,0.0015,0.00284899999999,0.06419000000000001,0.0015,0.0034,0.004786711295253984,1.8993333333266667,15,1,25.8,10122.0,3,274.0,69,60,0.8696
227,0x_degenola,Ola,Rare,45.05026545286713,61.493842115889365,24.267959580926522,24.143321794484585,63.71382901588558,1798.2376429999997,6,0.9413818433154205,0.7522994303343188,0,7961.0,624.796959,0.00177,nan,0.040829000000000004,0.0015,0.0055,-0.0007020733355845705,nan,6,1,7.7,11332.0,5,8.0,66,64,0.9697
228,bored_vic,Bored Vic,Rare,44.873904702710156,65.54441752473248,23.213221107329446,24.158120948818624,53.47472150814053,3922.584839000001,13,0.8359891119335399,0.3887431100023212,4,8345.0,602.920018,0.0025989,0.1,0.0262,0.0015,0.0035,-0.0014963285214381983,38.477817538189235,7,1,8.4,3830.0,7,19.0,65,55,0.8462
229,brave_raf,Dr Rafa,Rare,44.609844729877764,46.2565112053301,51.483775471653786,38.880834281997075,36.400863489552435,1016.6290079999999,3,0.9296188047940411,0.7825658483831864,0,13661.0,376.25341,0.0013,0.0045,0.10420000000000001,0.0024,0.015,0.004190807461737516,3.4615384615384612,8,2,28.1,10409.0,2,103.0,80,71,0.8875
230,Aizcalibur,Aiz,Rare,44.609008346649,29.553603876438522,65.63189708067287,51.39680087354506,40.66821567464241,573.8957660000001,3,0.8285090414865665,0.6472458800603409,0,12221.0,425.014469,0.00539,nan,0.08093000000000002,0.005,0.008,-0.0011816707537993325,nan,12,22,54.2,24430.0,1,1190.0,90,63,0.7
231,smolgeeek,geek,Rare,44.52062871492879,42.10528972339996,33.455598288797404,70.33282996073693,34.986981741480456,1816.8088800000003,4,0.8333617251553722,0.5118271290940362,0,783.0,1764.02932,0.00476,0.06,0.04868699999994,0.0014,0.012,-0.0023452864210896846,12.60504201680672,8,5,70.6,10054.0,2,80.0,79,72,0.9114
232,jeg6322,EWL,Rare,44.47078736093015,47.11705027256209,55.81212212737172,29.415218502427805,38.58595346384549,1420.657238,2,0.956328698068009,0.7790223403391152,0,2063.0,1254.216052,0.009899899,0.00329999999998,0.04798999999996,0.0022,0.006,-0.0008901553811297936,0.3333367340394079,15,1,0.3,11501.0,2,2063.0,62,57,0.9194
233,Naeven_,Naeven,Rare,44.18384359527139,47.68059761760549,42.63073197801373,43.84798922008224,37.89549139806209,1072.183043,3,0.938894906159747,0.7799486608779246,0,6846.0,700.013627,0.0011399,nan,0.058478,0.0019,0.0055,-0.00024766470129890445,nan,21,2,29.2,3194.0,4,328.0,77,69,0.8961
234,PoyoEB,Poyo,Rare,44.09837009918268,48.01791843327276,44.82471061996721,33.48951629765584,46.580812075670686,1382.753815,2,0.9400889018803669,0.96756336915422,0,1934.0,1285.074455,0.00277,0.006,0.053589000000000005,0.0027,0.005,0.00047678805429047534,2.1660649819494586,6,1,8.4,41898.0,1,1934.0,64,60,0.9375
235,thejasich,jasich.eth | collab manager,Rare,43.92217538698778,28.354280234201493,53.11140833618617,51.97615175522152,59.382539054775556,643.041619,2,0.9017003665177988,0.5225833295115443,0,9824.0,525.107249,0.0035,nan,0.05338989,0.002,0.0039999,0.0008154665424344223,nan,11,1,95.9,21216.0,3,2930.0,73,70,0.9589
236,AnnieNFTT,AnnieNFTT,Rare,43.81439526130697,51.883101150817694,26.890810765690738,44.98015356736287,48.94947597389757,1113.126385,6,0.8983111747120569,0.5895904240202444,1,6730.0,707.710906,0.001095,0.032,0.049780000000000005,0.0029,0.0069,-0.002772589827483544,29.22374429223744,8,1,79.3,7944.0,4,30.0,92,82,0.8913
237,morsyxbt,Morsy,Rare,43.758253866493796,35.92403593781546,66.12879774494128,37.17435471505239,36.14379408081208,1636.547472,2,0.9032811601560773,0.41396858575218054,0,1118.0,1564.383914,0.00538,0.007,0.13960000000000003,0.003,0.01,-0.0015455303698159646,1.3011152416356877,12,1,14.1,10260.0,2,1118.0,96,88,0.9167
